Data Table for Total Cases - Oklahoma
Date generated: Mon Sep 27 2021 02:37:09 GMT-0500 (Central Daylight Time)
State,Date,Total Cases
Oklahoma,Aug  5 2020,45642
Oklahoma,Aug  4 2020,44946
Oklahoma,Aug  3 2020,44062
Oklahoma,Aug  2 2020,43685
Oklahoma,Aug  1 2020,43284
Oklahoma,Jul 31 2020,42643
Oklahoma,Jul 30 2020,42009
Oklahoma,Jul 29 2020,41337
Oklahoma,Jul 28 2020,40616
Oklahoma,Jul 27 2020,39769
Oklahoma,Jul 26 2020,39407
Oklahoma,Jul 25 2020,39022
Oklahoma,Jul 24 2020,38308
Oklahoma,Jul 23 2020,37614
Oklahoma,Jul 22 2020,36722
Oklahoma,Jul 21 2020,35905
Oklahoma,Jul 20 2020,34814
Oklahoma,Jul 19 2020,34446
Oklahoma,Jul 18 2020,33959
Oklahoma,Jul 17 2020,33042
Oklahoma,Jul 16 2020,32214
Oklahoma,Jul 15 2020,31208
Oklahoma,Jul 14 2020,30171
Oklahoma,Jul 13 2020,29066
Oklahoma,Jul 12 2020,28604
Oklahoma,Jul 11 2020,28092
Oklahoma,Jul 10 2020,27191
Oklahoma,Jul  9 2020,26233
Oklahoma,Jul  8 2020,25217
Oklahoma,Jul  7 2020,24177
Oklahoma,Jul  6 2020,23006
Oklahoma,Jul  5 2020,22511
Oklahoma,Jul  4 2020,22074
Oklahoma,Jul  3 2020,21482
Oklahoma,Jul  2 2020,20704
Oklahoma,Jul  1 2020,19847
Oklahoma,Jun 30 2020,19014
Oklahoma,Jun 29 2020,18178
Oklahoma,Jun 28 2020,17749
Oklahoma,Jun 27 2020,17367
Oklahoma,Jun 26 2020,16782
Oklahoma,Jun 25 2020,16121
Oklahoma,Jun 24 2020,15529
Oklahoma,Jun 23 2020,14955
Oklahoma,Jun 22 2020,14345
Oklahoma,Jun 21 2020,14074
Oklahoma,Jun 20 2020,13701
Oklahoma,Jun 19 2020,13192
Oklahoma,Jun 18 2020,12657
Oklahoma,Jun 17 2020,12127
Oklahoma,Jun 16 2020,11574
Oklahoma,Jun 15 2020,11039
Oklahoma,Jun 14 2020,10767
Oklahoma,Jun 13 2020,10479
Oklahoma,Jun 12 2020,10093
Oklahoma,Jun 11 2020,9738
Oklahoma,Jun 10 2020,9318
Oklahoma,Jun  9 2020,9036
Oklahoma,Jun  8 2020,8746
Oklahoma,Jun  7 2020,8591
Oklahoma,Jun  6 2020,8448
Oklahoma,Jun  5 2020,8211
Oklahoma,Jun  4 2020,8034
Oklahoma,Jun  3 2020,7844
Oklahoma,Jun  2 2020,7685
Oklahoma,Jun  1 2020,7493
Oklahoma,May 31 2020,7427
Oklahoma,May 30 2020,7335
Oklahoma,May 29 2020,7217
Oklahoma,May 28 2020,7084
Oklahoma,May 27 2020,6972
Oklahoma,May 26 2020,6861
Oklahoma,May 25 2020,6792
Oklahoma,May 24 2020,6749
Oklahoma,May 23 2020,6708
Oklahoma,May 22 2020,6612
Oklahoma,May 21 2020,6515
Oklahoma,May 20 2020,6429
Oklahoma,May 19 2020,6319
Oklahoma,May 18 2020,6214
Oklahoma,May 17 2020,6183
Oklahoma,May 16 2020,6123
Oklahoma,May 15 2020,6017
Oklahoma,May 14 2020,5919
Oklahoma,May 13 2020,5808
Oklahoma,May 12 2020,5515
Oklahoma,May 11 2020,5391
Oklahoma,May 10 2020,5355
Oklahoma,May  9 2020,5300
Oklahoma,May  8 2020,5188
Oklahoma,May  7 2020,5035
Oklahoma,May  6 2020,4963
Oklahoma,May  5 2020,4869
Oklahoma,May  4 2020,4746
Oklahoma,May  3 2020,4711
Oklahoma,May  2 2020,4670
Oklahoma,May  1 2020,4554
Oklahoma,Apr 30 2020,4444
Oklahoma,Apr 29 2020,4346
Oklahoma,Apr 28 2020,4198
Oklahoma,Apr 27 2020,4009
Oklahoma,Apr 26 2020,3952
Oklahoma,Apr 25 2020,3890
Oklahoma,Apr 24 2020,3788
Oklahoma,Apr 23 2020,3699
Oklahoma,Apr 22 2020,3612
Oklahoma,Apr 21 2020,3531
Oklahoma,Apr 20 2020,3374
Oklahoma,Apr 19 2020,3312
Oklahoma,Apr 18 2020,3223
Oklahoma,Apr 17 2020,3130
Oklahoma,Apr 16 2020,3060
Oklahoma,Apr 15 2020,2970
Oklahoma,Apr 14 2020,2903
Oklahoma,Apr 13 2020,2795
Oklahoma,Apr 12 2020,2750
Oklahoma,Apr 11 2020,2680
Oklahoma,Apr 10 2020,2552
Oklahoma,Apr  9 2020,2456
Oklahoma,Apr  8 2020,2343
Oklahoma,Apr  7 2020,2246
Oklahoma,Apr  6 2020,2161
Oklahoma,Apr  5 2020,2103
Oklahoma,Apr  4 2020,2053
Oklahoma,Apr  3 2020,1963
Oklahoma,Apr  2 2020,1853
Oklahoma,Apr  1 2020,1746
Oklahoma,Mar 31 2020,1655
Oklahoma,Mar 30 2020,1560
Oklahoma,Mar 29 2020,1476
Oklahoma,Mar 28 2020,1388
Oklahoma,Mar 27 2020,1296
Oklahoma,Mar 26 2020,1216
Oklahoma,Mar 25 2020,1116
Oklahoma,Mar 24 2020,1026
Oklahoma,Mar 23 2020,937
Oklahoma,Mar 22 2020,877
Oklahoma,Mar 21 2020,803
Oklahoma,Mar 20 2020,730
Oklahoma,Mar 19 2020,661
Oklahoma,Mar 18 2020,567
Oklahoma,Mar 17 2020,485
Oklahoma,Mar 16 2020,394
Oklahoma,Mar 15 2020,325
Oklahoma,Mar 14 2020,273
Oklahoma,Mar 13 2020,223
Oklahoma,Mar 12 2020,174
Oklahoma,Mar 11 2020,154
Oklahoma,Mar 10 2020,132
Oklahoma,Mar  9 2020,110
Oklahoma,Mar  8 2020,91
Oklahoma,Mar  7 2020,77
Oklahoma,Mar  6 2020,61
Oklahoma,Mar  5 2020,59
Oklahoma,Mar  4 2020,49
Oklahoma,Mar  3 2020,43
Oklahoma,Mar  2 2020,39
Oklahoma,Mar  1 2020,31
Oklahoma,Feb 29 2020,28
Oklahoma,Feb 28 2020,23
Oklahoma,Feb 27 2020,19
Oklahoma,Feb 26 2020,16
Oklahoma,Feb 25 2020,14
Oklahoma,Feb 24 2020,10
Oklahoma,Feb 23 2020,10
Oklahoma,Feb 22 2020,10
Oklahoma,Feb 21 2020,8
