Date,days,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
11-04-2021,394,59.88,48.21,55.95,57.74,62.92,62.56,61.07,65.60,56.19,60.71,48.51,66.19,46.49,50.30,60.54,52.44,50.60,49.40,64.58,66.79,58.45,64.88,69.05,59.88,58.69,45.54,52.14,60.12,51.55,56.31,56.90,62.86,59.94,59.29,65.48,64.29,55.65,59.64,54.29,66.79,55.95,48.27,52.98,57.74,45.24,54.29,70.60,64.40,62.86,60.12,55.71
12-04-2021,395,59.88,48.21,55.95,57.74,62.92,62.56,61.07,67.02,49.05,60.71,48.51,66.19,46.49,50.30,61.96,52.44,50.60,49.40,64.58,66.79,58.45,64.88,69.05,59.88,58.69,45.54,52.14,60.12,51.55,56.31,56.90,62.86,62.80,59.29,65.48,64.29,55.65,60.24,54.29,66.79,55.95,48.27,52.98,57.74,45.24,54.29,70.60,64.40,62.86,60.12,54.82
13-04-2021,396,59.88,48.21,55.95,57.74,62.92,62.56,61.07,67.02,57.38,54.76,48.51,66.19,46.49,50.30,61.96,52.44,50.60,44.05,64.58,66.79,61.31,64.88,69.05,59.88,58.69,45.54,53.57,60.12,51.55,56.31,56.90,62.86,62.80,59.29,65.48,64.29,55.65,60.24,55.95,66.79,55.95,48.27,52.98,57.74,45.24,56.07,70.60,64.40,62.86,60.12,54.82
14-04-2021,397,59.88,48.21,55.95,57.74,62.92,62.56,61.07,67.02,57.38,54.76,48.51,66.19,46.49,50.30,61.96,52.44,50.60,44.05,64.58,66.79,61.31,64.88,69.05,59.88,58.69,45.54,53.57,60.12,51.55,56.31,56.90,62.86,62.80,59.29,65.48,64.29,55.65,60.24,55.95,66.79,55.95,48.27,52.98,57.74,45.24,56.07,70.60,64.40,62.86,60.12,54.82
15-04-2021,398,59.88,48.21,55.95,57.74,62.92,62.56,61.07,67.02,57.38,52.98,48.51,66.19,46.49,50.30,61.96,52.44,50.60,44.05,64.58,66.79,61.31,64.88,69.05,59.88,58.69,45.54,53.57,60.12,51.55,56.31,56.90,62.86,62.80,59.29,65.48,64.29,55.65,60.24,55.95,66.79,55.95,48.27,52.98,57.74,45.24,56.07,70.60,65.83,62.86,60.12,54.82
16-04-2021,399,59.88,48.21,55.95,57.74,62.92,62.56,61.07,67.02,57.38,52.98,48.51,66.19,46.49,50.30,61.96,52.44,50.60,44.05,64.58,66.79,61.31,64.88,69.05,59.88,58.69,45.54,53.57,60.12,51.55,56.31,56.90,62.86,62.80,59.29,65.48,64.29,55.65,60.24,54.76,66.79,55.95,48.27,51.19,57.74,45.24,56.07,70.60,65.83,62.86,60.12,54.82
17-04-2021,400,59.88,48.21,55.95,57.74,62.92,62.56,61.07,67.02,57.38,52.98,48.51,66.19,46.49,50.30,61.96,52.44,50.60,44.05,64.58,66.79,61.31,64.88,69.05,59.88,58.69,45.54,53.57,60.12,51.55,56.31,56.90,62.86,62.80,59.29,65.48,64.29,55.65,60.24,54.76,66.79,55.95,48.27,51.19,57.74,45.24,56.07,70.60,65.83,62.86,60.12,54.82
18-04-2021,401,59.88,48.21,55.95,57.74,62.92,62.56,61.07,67.02,57.38,52.98,48.51,66.19,46.49,50.30,61.96,52.44,50.60,44.05,64.58,66.79,61.31,64.88,69.05,59.88,58.69,45.54,53.57,60.12,51.55,56.31,56.90,62.86,62.80,59.29,65.48,64.29,55.65,60.24,54.76,66.79,55.95,48.27,51.19,57.74,45.24,58.93,70.60,65.83,62.86,60.12,54.82
19-04-2021,402,59.88,48.21,55.95,56.55,62.92,62.56,61.07,67.02,57.38,52.98,48.51,67.62,46.49,50.30,61.96,52.44,50.60,44.05,64.58,69.64,61.31,64.88,69.05,59.88,58.69,45.54,53.57,60.12,51.55,56.31,56.90,64.29,68.15,59.29,65.48,64.29,55.65,63.10,54.76,66.79,55.95,48.27,51.19,57.74,45.24,56.55,70.60,65.83,62.86,60.12,56.25
20-04-2021,403,59.88,48.21,55.95,56.55,62.92,62.56,61.07,67.02,59.29,52.98,48.51,64.05,46.49,50.30,61.96,52.44,50.60,44.05,64.58,69.64,61.31,64.88,69.05,59.88,58.69,45.54,53.57,60.12,51.55,56.31,56.90,62.50,68.15,59.29,63.69,64.29,55.65,63.10,54.76,66.79,55.95,48.27,51.19,57.74,45.24,56.55,72.02,65.83,62.86,60.12,56.25
21-04-2021,404,59.88,48.21,55.95,56.55,62.92,62.56,61.07,67.02,59.29,52.98,48.51,64.05,46.49,50.30,61.96,52.44,50.60,44.05,64.58,69.64,61.31,64.88,69.05,59.88,58.69,45.54,53.57,60.12,51.55,56.31,56.90,62.50,68.15,59.29,63.69,64.29,55.65,63.10,54.76,66.79,55.95,48.27,51.19,57.74,45.24,56.55,72.02,65.83,62.86,60.12,56.25
22-04-2021,405,59.88,48.21,55.95,56.55,59.35,62.56,61.07,67.02,59.29,54.76,48.51,64.05,47.92,50.30,61.96,52.44,50.60,44.05,64.58,69.64,61.31,64.88,69.05,59.88,58.69,45.54,53.57,60.12,51.55,56.31,56.90,62.50,68.15,59.29,63.69,64.29,55.65,63.10,54.76,66.79,55.95,48.27,51.19,60.71,45.24,56.55,72.02,65.83,62.86,60.12,56.25
23-04-2021,406,59.88,48.21,55.95,56.55,59.35,62.56,61.07,67.02,59.29,54.76,48.51,64.05,47.92,50.30,60.77,52.44,50.60,44.05,64.58,69.64,61.31,64.88,69.05,59.88,58.69,45.54,53.57,60.12,51.55,56.31,55.12,62.50,68.15,59.29,63.69,64.29,55.65,63.10,54.76,66.79,55.95,48.27,51.19,60.71,45.24,56.55,72.02,65.83,62.86,60.12,56.25
24-04-2021,407,59.88,48.21,55.95,56.55,60.77,62.56,61.07,67.02,59.29,54.76,48.51,64.05,47.92,50.30,60.77,52.44,50.60,44.05,64.58,69.64,61.31,64.88,69.05,59.88,58.69,45.54,53.57,60.12,51.55,56.31,55.12,62.50,68.15,59.29,63.69,64.29,55.65,63.10,54.76,66.79,55.95,48.27,51.19,60.71,45.24,56.55,72.02,65.83,62.86,60.12,56.25
25-04-2021,408,59.88,48.21,55.95,56.55,62.56,62.56,61.07,67.02,59.29,57.14,48.51,64.05,47.92,50.30,60.77,52.44,50.60,44.05,64.58,69.64,61.31,64.88,69.05,59.88,58.69,45.54,53.57,60.12,51.55,56.31,55.12,62.50,68.15,59.29,63.69,64.29,55.65,63.10,54.76,66.79,55.95,48.27,51.19,60.71,45.24,56.55,72.02,65.83,62.86,60.12,56.25
26-04-2021,409,59.88,48.21,55.95,56.55,62.56,62.56,61.07,67.02,59.29,57.14,48.51,64.05,47.92,50.30,60.77,52.44,50.60,44.05,64.58,69.64,61.31,64.88,69.05,59.88,58.69,45.54,53.57,60.12,51.55,56.31,55.12,62.50,68.15,59.29,63.69,64.29,55.65,63.10,54.76,66.79,55.95,48.27,51.19,60.71,45.24,56.55,72.02,65.83,62.86,60.12,56.25
27-04-2021,410,59.88,48.21,55.95,56.55,62.56,62.56,60.18,67.02,59.29,57.14,48.51,64.05,47.92,50.30,60.77,52.44,50.60,44.05,64.58,69.64,61.31,64.88,69.05,59.88,58.69,45.54,53.57,60.12,51.55,56.31,55.12,62.50,68.15,59.29,63.69,64.29,55.65,63.10,54.76,66.79,55.95,48.27,51.19,60.71,45.24,56.55,72.02,65.83,62.86,60.12,56.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
